timestamp,pool_price,ail_demand_mw,temperature_c,wind_generation_mw,gas_price_aeco
2024-01-07 22:00:00,111.74,10786.0,-8.3,921.2,2.484
2024-01-07 23:00:00,120.05,10796.7,-11.2,930.3,2.485
2024-01-08 00:00:00,188.54,11546.6,-13.9,929.1,2.491
2024-01-08 01:00:00,161.85,11301.2,-14.3,927.2,2.496
2024-01-08 02:00:00,189.19,11723.8,-16.7,881.7,2.507
2024-01-08 03:00:00,165.65,11484.3,-13.5,1017.8,2.538
2024-01-08 04:00:00,150.14,11510.6,-16.1,1152.2,2.549
2024-01-08 05:00:00,157.25,11474.9,-17.9,1015.7,2.52
2024-01-08 06:00:00,172.32,11574.7,-17.3,987.7,2.516
2024-01-08 07:00:00,154.69,11572.1,-11.9,959.5,2.515
2024-01-08 08:00:00,104.01,10800.8,-6.4,958.4,2.492
2024-01-08 09:00:00,122.27,11040.6,-9.4,987.5,2.504
2024-01-08 10:00:00,128.01,11071.7,-8.9,985.5,2.531
2024-01-08 11:00:00,129.79,11003.0,-6.5,1002.1,2.518
2024-01-08 12:00:00,110.41,10872.2,-2.4,954.5,2.537
2024-01-08 13:00:00,124.66,11203.0,-4.9,1009.1,2.553
2024-01-08 14:00:00,132.12,11205.0,-6.3,908.4,2.557
2024-01-08 15:00:00,116.59,10882.3,-1.6,861.0,2.569
2024-01-08 16:00:00,132.31,11045.0,-3.8,793.3,2.558
2024-01-08 17:00:00,133.56,10948.2,-0.9,717.4,2.575
2024-01-08 18:00:00,115.48,10789.6,-5.8,839.7,2.594
2024-01-08 19:00:00,160.66,11558.3,-11.1,928.6,2.601
2024-01-08 20:00:00,140.89,11286.0,-12.7,964.3,2.606
2024-01-08 21:00:00,132.49,10904.1,-4.9,914.3,2.594
2024-01-08 22:00:00,132.41,11079.0,-6.0,1085.4,2.608
2024-01-08 23:00:00,155.43,11359.2,-12.9,1056.6,2.608
2024-01-09 00:00:00,184.62,11529.3,-14.6,965.2,2.606
2024-01-09 01:00:00,162.18,11186.7,-9.9,896.6,2.621
2024-01-09 02:00:00,170.45,11545.4,-18.1,1029.7,2.616
2024-01-09 03:00:00,204.43,11837.9,-17.6,979.2,2.606
2024-01-09 04:00:00,167.58,11424.4,-12.8,954.8,2.622
2024-01-09 05:00:00,168.47,11499.1,-15.4,968.9,2.599
2024-01-09 06:00:00,164.57,11471.9,-13.5,934.7,2.61
2024-01-09 07:00:00,130.16,11205.5,-12.9,994.2,2.592
2024-01-09 08:00:00,157.58,11595.7,-10.2,1108.3,2.565
2024-01-09 09:00:00,101.52,10784.6,-5.7,1054.4,2.575
2024-01-09 10:00:00,140.49,11172.3,-8.3,932.2,2.579
2024-01-09 11:00:00,110.2,10968.0,-5.5,1079.5,2.57
2024-01-09 12:00:00,136.23,11372.0,-12.5,1085.8,2.553
2024-01-09 13:00:00,108.46,10994.6,-5.7,1053.1,2.558
2024-01-09 14:00:00,109.57,11056.0,-7.6,1093.0,2.551
2024-01-09 15:00:00,151.27,11470.6,-8.6,1010.4,2.562
2024-01-09 16:00:00,126.73,10995.6,-7.7,943.9,2.554
2024-01-09 17:00:00,137.46,11323.2,-6.6,930.3,2.547
2024-01-09 18:00:00,138.38,11089.9,-3.6,889.3,2.564
2024-01-09 19:00:00,167.7,11315.4,-11.4,777.6,2.549
2024-01-09 20:00:00,171.17,11301.5,-8.5,722.9,2.527
2024-01-09 21:00:00,174.69,11309.5,-11.4,783.9,2.513
2024-01-09 22:00:00,151.4,11159.7,-12.2,877.7,2.516
2024-01-09 23:00:00,140.95,10983.1,-9.4,813.7,2.545
2024-01-10 00:00:00,175.94,11409.1,-11.9,841.6,2.547
2024-01-10 01:00:00,167.34,11291.7,-10.3,962.7,2.534
2024-01-10 02:00:00,180.18,11485.3,-15.2,959.2,2.522
2024-01-10 03:00:00,156.14,11460.8,-17.0,1011.7,2.528
2024-01-10 04:00:00,149.33,11407.1,-15.4,983.7,2.502
2024-01-10 05:00:00,141.0,11282.4,-13.5,921.9,2.474
2024-01-10 06:00:00,113.32,11004.2,-12.9,876.3,2.477
2024-01-10 07:00:00,149.71,11496.9,-15.7,969.5,2.49
2024-01-10 08:00:00,147.96,11340.4,-11.0,923.2,2.504
2024-01-10 09:00:00,113.76,11188.6,-9.3,960.0,2.509
2024-01-10 10:00:00,314.54,11071.4,-1.1,887.8,2.527
2024-01-10 11:00:00,114.41,10636.7,-1.8,847.3,2.524
2024-01-10 12:00:00,139.0,11115.4,-9.0,862.4,2.518
2024-01-10 13:00:00,131.34,11141.1,-6.5,956.5,2.518
2024-01-10 14:00:00,136.52,11342.6,-9.5,1055.9,2.522
2024-01-10 15:00:00,111.25,10812.3,-6.7,1061.4,2.58
2024-01-10 16:00:00,123.75,11125.4,-4.2,1080.3,2.577
2024-01-10 17:00:00,112.16,10938.2,-2.0,1012.0,2.58
2024-01-10 18:00:00,111.17,10864.5,-8.6,1096.5,2.606
2024-01-10 19:00:00,122.52,11253.5,-9.4,1144.1,2.614
2024-01-10 20:00:00,151.29,11420.9,-15.1,1148.0,2.589
2024-01-10 21:00:00,145.46,11204.7,-10.4,1070.0,2.615
2024-01-10 22:00:00,151.0,11239.6,-14.4,1041.9,2.62
2024-01-10 23:00:00,170.07,11508.6,-14.0,1057.7,2.577
2024-01-11 00:00:00,199.01,11842.9,-16.1,1159.1,2.571
2024-01-11 01:00:00,169.02,11468.2,-14.6,1109.9,2.56
2024-01-11 02:00:00,165.92,11318.7,-20.1,996.6,2.553
2024-01-11 03:00:00,198.48,11711.1,-19.4,877.4,2.553
2024-01-11 04:00:00,135.36,11019.3,-8.4,1026.9,2.564
2024-01-11 05:00:00,153.02,11396.5,-18.2,994.9,2.583
2024-01-11 06:00:00,151.1,11593.6,-16.8,1097.3,2.602
2024-01-11 07:00:00,125.76,11163.4,-7.0,1120.7,2.626
2024-01-11 08:00:00,93.88,10662.8,-2.5,1109.0,2.623
2024-01-11 09:00:00,124.17,11112.6,-13.5,1131.1,2.592
2024-01-11 10:00:00,93.6,10868.1,-9.8,1185.0,2.554
2024-01-11 11:00:00,94.69,10952.2,-6.4,1371.4,2.566
2024-01-11 12:00:00,82.56,10781.5,-1.2,1427.3,2.565
2024-01-11 13:00:00,123.39,11140.9,-8.6,1297.0,2.588
2024-01-11 14:00:00,97.26,10975.9,-5.9,1294.2,2.594
2024-01-11 15:00:00,106.48,11032.1,-2.6,1233.5,2.568
2024-01-11 16:00:00,96.25,11081.7,-3.8,1247.2,2.559
2024-01-11 17:00:00,130.37,11191.6,-6.8,1155.8,2.565
2024-01-11 18:00:00,117.62,11295.9,-6.8,1218.3,2.549
2024-01-11 19:00:00,140.44,11276.4,-11.6,1150.1,2.571
2024-01-11 20:00:00,115.14,11055.6,-9.4,1189.3,2.565
2024-01-11 21:00:00,135.3,11210.6,-10.8,1084.9,2.56
2024-01-11 22:00:00,146.97,11161.6,-10.6,1074.9,2.536
2024-01-11 23:00:00,131.56,11069.9,-14.1,1042.6,2.566
2024-01-12 00:00:00,153.58,11206.0,-12.1,1027.6,2.564
2024-01-12 01:00:00,167.63,11437.6,-11.3,950.7,2.568
2024-01-12 02:00:00,184.39,11536.8,-14.3,1030.1,2.556
2024-01-12 03:00:00,170.42,11455.1,-13.9,1058.1,2.55
2024-01-12 04:00:00,161.16,11421.5,-14.6,1045.3,2.555
2024-01-12 05:00:00,180.99,11643.9,-14.3,1026.4,2.561
2024-01-12 06:00:00,126.42,11278.1,-15.7,1083.3,2.57
2024-01-12 07:00:00,122.98,11083.1,-11.5,1080.7,2.585
2024-01-12 08:00:00,131.66,11481.8,-11.6,1184.4,2.596
2024-01-12 09:00:00,291.25,10875.7,-3.7,1136.9,2.604
2024-01-12 10:00:00,101.74,10790.0,-4.0,1139.5,2.594
2024-01-12 11:00:00,115.27,11165.0,-6.3,1090.7,2.591
2024-01-12 12:00:00,124.01,11142.7,-8.7,1038.4,2.572
2024-01-12 13:00:00,121.92,11104.6,-9.0,1048.3,2.565
2024-01-12 14:00:00,94.65,10707.0,-1.6,1170.9,2.571
2024-01-12 15:00:00,119.86,11073.6,-4.2,1233.4,2.577
2024-01-12 16:00:00,103.21,11028.9,-3.7,1180.8,2.587
2024-01-12 17:00:00,153.38,11655.4,-10.9,1090.6,2.609
2024-01-12 18:00:00,90.03,10922.5,-3.7,1108.0,2.589
2024-01-12 19:00:00,131.41,11038.4,-6.1,975.5,2.561
2024-01-12 20:00:00,185.1,11656.6,-12.0,944.9,2.557
2024-01-12 21:00:00,183.03,11516.8,-11.4,890.3,2.58
2024-01-12 22:00:00,171.32,11289.9,-10.5,786.6,2.601
2024-01-12 23:00:00,155.69,11058.7,-12.3,739.8,2.604
2024-01-13 00:00:00,118.68,10634.7,-14.4,676.0,2.6
2024-01-13 01:00:00,125.33,10583.8,-14.6,681.5,2.604
2024-01-13 02:00:00,128.6,10817.1,-15.6,685.1,2.621
2024-01-13 03:00:00,113.52,10652.5,-14.5,624.2,2.609
2024-01-13 04:00:00,135.11,10802.9,-10.4,615.6,2.6
2024-01-13 05:00:00,124.24,10874.4,-22.0,644.2,2.602
2024-01-13 06:00:00,98.87,10530.6,-14.2,682.6,2.619
2024-01-13 07:00:00,89.32,10674.6,-12.0,621.9,2.631
2024-01-13 08:00:00,110.62,10659.1,-10.4,582.3,2.602
2024-01-13 09:00:00,84.8,10162.5,-11.1,546.5,2.614
2024-01-13 10:00:00,114.54,10498.5,-14.0,550.0,2.614
2024-01-13 11:00:00,92.44,10378.4,-6.5,606.1,2.624
2024-01-13 12:00:00,71.43,10405.4,-1.3,719.0,2.62
2024-01-13 13:00:00,131.95,11015.3,-10.3,608.9,2.628
2024-01-13 14:00:00,80.06,10192.8,-2.6,719.7,2.628
2024-01-13 15:00:00,96.66,10433.2,-6.0,764.2,2.62
2024-01-13 16:00:00,81.62,10281.2,-5.3,759.8,2.609
2024-01-13 17:00:00,104.84,10732.9,-8.8,712.4,2.606
2024-01-13 18:00:00,112.71,10808.8,-7.5,685.9,2.587
2024-01-13 19:00:00,113.94,10530.8,-3.6,817.5,2.58
2024-01-13 20:00:00,102.53,10463.5,-6.9,794.1,2.575
2024-01-13 21:00:00,90.6,10175.4,-4.8,770.5,2.591
2024-01-13 22:00:00,117.5,10465.1,-7.8,724.3,2.601
2024-01-13 23:00:00,128.01,10875.1,-11.2,753.6,2.631
2024-01-14 00:00:00,104.08,10373.2,-8.3,742.4,2.606
2024-01-14 01:00:00,104.11,10357.7,-13.0,737.1,2.602
2024-01-14 02:00:00,99.77,10567.9,-12.3,835.0,2.62
2024-01-14 03:00:00,125.06,10768.3,-15.9,823.3,2.624
2024-01-14 04:00:00,93.81,10418.8,-14.6,769.7,2.621
2024-01-14 05:00:00,121.61,10891.0,-16.4,747.1,2.607
2024-01-14 06:00:00,99.42,10628.7,-10.6,686.6,2.618
2024-01-14 07:00:00,144.03,11189.3,-16.0,669.3,2.62
2024-01-14 08:00:00,92.87,10245.5,-8.9,752.6,2.615
2024-01-14 09:00:00,108.4,10730.1,-10.6,660.6,2.63
2024-01-14 10:00:00,88.31,10502.2,-5.2,787.4,2.664
2024-01-14 11:00:00,79.64,10450.0,-5.2,809.1,2.651
2024-01-14 12:00:00,63.67,9965.1,-1.0,892.5,2.659
2024-01-14 13:00:00,57.98,10110.6,-3.5,900.0,2.662
2024-01-14 14:00:00,110.83,10687.3,-9.9,780.4,2.671
2024-01-14 15:00:00,78.61,10437.4,-5.2,912.1,2.691
2024-01-14 16:00:00,82.0,10514.8,-8.7,877.3,2.712
2024-01-14 17:00:00,94.91,10763.6,-7.2,963.0,2.705
2024-01-14 18:00:00,71.81,10157.3,-1.9,1023.7,2.68
2024-01-14 19:00:00,71.1,10073.6,-5.6,959.1,2.679
2024-01-14 20:00:00,111.27,10640.3,-10.8,892.6,2.677
2024-01-14 21:00:00,114.56,10866.3,-13.0,946.5,2.636
2024-01-14 22:00:00,105.61,10714.5,-11.2,992.1,2.651
2024-01-14 23:00:00,126.65,10960.3,-16.1,974.0,2.643
2024-01-15 00:00:00,191.24,11762.8,-15.5,1046.9,2.643
2024-01-15 01:00:00,152.45,11154.9,-13.4,1043.7,2.634
2024-01-15 02:00:00,153.13,11152.6,-11.4,985.0,2.631
2024-01-15 03:00:00,166.18,11597.4,-13.2,1084.2,2.65
2024-01-15 04:00:00,145.01,11431.7,-21.7,1045.0,2.651
2024-01-15 05:00:00,149.07,11324.4,-13.4,1005.0,2.683
2024-01-15 06:00:00,160.76,11560.4,-13.3,868.7,2.693
2024-01-15 07:00:00,151.34,11460.4,-11.3,974.7,2.703
2024-01-15 08:00:00,132.89,11116.7,-6.4,946.1,2.7
2024-01-15 09:00:00,182.45,11681.1,-16.2,966.3,2.699
2024-01-15 10:00:00,142.3,11081.7,-10.5,936.1,2.715
2024-01-15 11:00:00,148.15,11280.1,-5.7,884.9,2.732
2024-01-15 12:00:00,117.9,11141.8,-11.2,960.7,2.736
2024-01-15 13:00:00,94.71,10624.2,-1.2,953.8,2.745
2024-01-15 14:00:00,119.18,11069.5,-4.1,1057.4,2.743
2024-01-15 15:00:00,106.11,10831.8,-2.5,1032.7,2.746
2024-01-15 16:00:00,133.13,11203.7,-6.9,998.0,2.747
2024-01-15 17:00:00,115.77,11039.0,-3.2,1119.5,2.748
2024-01-15 18:00:00,121.44,11272.7,-3.3,1119.6,2.763
2024-01-15 19:00:00,133.12,11209.4,-6.8,1144.8,2.762
2024-01-15 20:00:00,127.15,11065.4,-8.0,1024.4,2.753
2024-01-15 21:00:00,144.18,11339.9,-9.2,1208.6,2.749
2024-01-15 22:00:00,152.94,11301.2,-13.9,1256.0,2.744
2024-01-15 23:00:00,154.44,11538.2,-12.9,1227.9,2.751
2024-01-16 00:00:00,151.35,11419.8,-14.0,1275.3,2.743
2024-01-16 01:00:00,158.63,11415.7,-13.2,1101.2,2.76
2024-01-16 02:00:00,129.25,10933.9,-11.8,985.3,2.755
2024-01-16 03:00:00,146.87,11189.1,-18.2,1016.3,2.779
2024-01-16 04:00:00,128.23,11158.0,-15.2,1119.0,2.779
2024-01-16 05:00:00,155.62,11454.0,-9.9,1073.9,2.787
2024-01-16 06:00:00,138.96,11266.9,-15.8,1031.8,2.802
2024-01-16 07:00:00,173.08,11577.6,-15.0,975.6,2.821
2024-01-16 08:00:00,138.88,11115.5,-10.7,898.2,2.83
2024-01-16 09:00:00,127.15,11034.6,-7.5,995.8,2.869
2024-01-16 10:00:00,117.39,11161.5,-8.7,1010.3,2.869
2024-01-16 11:00:00,130.79,11206.9,-3.5,1130.9,2.847
2024-01-16 12:00:00,114.39,11060.6,-3.9,1257.9,2.846
2024-01-16 13:00:00,111.39,11003.3,-3.1,1082.1,2.858
2024-01-16 14:00:00,137.23,11202.4,-3.5,1113.8,2.865
2024-01-16 15:00:00,105.18,10562.1,2.0,968.0,2.85
2024-01-16 16:00:00,133.88,11298.3,-5.8,1104.5,2.845
2024-01-16 17:00:00,151.13,11588.4,-11.7,1193.2,2.832
2024-01-16 18:00:00,111.68,11024.3,-1.6,1232.8,2.823
2024-01-16 19:00:00,132.62,11217.3,-8.9,1126.8,2.821
2024-01-16 20:00:00,126.98,11118.8,-8.4,1172.9,2.828
2024-01-16 21:00:00,123.37,10889.9,-6.1,1272.9,2.817
2024-01-16 22:00:00,139.9,11427.4,-16.1,1271.6,2.808
2024-01-16 23:00:00,153.83,11390.9,-16.3,1211.7,2.818
2024-01-17 00:00:00,188.8,11712.9,-18.3,1167.9,2.805
2024-01-17 01:00:00,170.26,11496.4,-16.7,1071.4,2.792
2024-01-17 02:00:00,159.2,11424.1,-13.5,1186.6,2.825
2024-01-17 03:00:00,149.55,11420.6,-13.4,1201.1,2.817
2024-01-17 04:00:00,120.74,11170.9,-14.0,1240.6,2.79
2024-01-17 05:00:00,145.38,11420.7,-18.6,1194.0,2.771
2024-01-17 06:00:00,172.43,11690.5,-20.5,1067.5,2.741
2024-01-17 07:00:00,120.65,11161.2,-12.3,1088.9,2.766
2024-01-17 08:00:00,139.78,11183.4,-12.7,921.5,2.765
2024-01-17 09:00:00,150.77,11446.2,-8.6,1006.4,2.749
